"Fath_t1.p1","Fath_t1.p2","Fath_t1.p3","Fath_t2.p1","Fath_t2.p2","Fath_t2.p3","Fath_t3.p1","Fath_t3.p2","Fath_t3.p3","Moth_t1.p1","Moth_t1.p2","Moth_t1.p3","Moth_t2.p1","Moth_t2.p2","Moth_t2.p3","Moth_t3.p1","Moth_t3.p2","Moth_t3.p3"
2.11266666666667,2.42866666666667,2.257,2.21266666666667,2.03933333333333,2.521,1.84133333333333,1.464,1.95,2.838,2.90033333333333,3.5035,1.93066666666667,2.62266666666667,3.193,1.41333333333333,2.37533333333333,3.2075
2.09966666666667,2.452,3.2745,1.93766666666667,2.15366666666667,2.4915,2.55466666666667,1.90233333333333,2.618,1.27833333333333,1.78366666666667,1.7585,1.56333333333333,2.17866666666667,2.1625,2.07566666666667,3.193,2.838
2.56433333333333,2.969,3.1385,2.797,3.15466666666667,3.3635,2.99933333333333,3.62833333333333,3.251,3.33233333333333,3.12133333333333,3.5835,3.66966666666667,3.24566666666667,4.1655,2.919,3.058,3.5265
2.168,2.31066666666667,2.4515,2.66833333333333,2.381,2.634,2.34433333333333,2.57433333333333,1.8175,2.62233333333333,2.88533333333333,2.375,2.62933333333333,3.18233333333333,2.4235,2.64166666666667,2.92066666666667,2.719
2.528,2.81533333333333,2.3555,3.11266666666667,2.80766666666667,3.0625,2.381,2.79233333333333,2.5565,2.046,2.519,2.783,2.311,2.553,2.926,2.028,2.252,2.6375
2.93266666666667,3.01533333333333,3.4065,3.11466666666667,3.02766666666667,3.3475,3.90233333333333,3.92133333333333,4.0005,2.52033333333333,2.67366666666667,2.0455,3.18033333333333,2.962,2.6295,2.93633333333333,2.695,2.5225
2.819,2.713,3.694,2.4,3.241,3.054,3.175,3.521,3.801,2.15066666666667,3.68966666666667,2.8925,2.34866666666667,2.209,2.993,2.31166666666667,2.72133333333333,3.4185
2.793,3.172,2.7355,1.86466666666667,2.64933333333333,2.5115,1.78366666666667,2.73233333333333,2.4685,1.832,2.21766666666667,2.8955,3.278,3.465,3.5315,2.00166666666667,1.86133333333333,2.05
3.33066666666667,3.08266666666667,3.204,3.471,3.32,3.764,2.566,2.86,2.6395,2.71366666666667,2.91566666666667,2.16,2.63533333333333,3.054,3.2695,2.60466666666667,2.82133333333333,2.679
3.01366666666667,2.98666666666667,2.917,3.42866666666667,3.39466666666667,2.6715,3.76233333333333,3.15133333333333,3.669,3.305,3.47033333333333,3.656,3.34766666666667,3.90933333333333,3.615,2.58466666666667,3.203,3.253
2.51066666666667,2.586,2.8355,3.147,3.14033333333333,2.691,3.196,2.80633333333333,2.8315,1.862,1.96666666666667,2.0525,2.77233333333333,2.40333333333333,3.532,3.38133333333333,2.273,3.0185
3.093,2.62366666666667,3.21,3.78266666666667,3.30766666666667,3.857,2.59666666666667,2.273,2.582,3.727,3.43533333333333,2.8345,2.92666666666667,2.999,3.593,3.264,2.89666666666667,2.7045
1.82166666666667,1.54033333333333,3.104,2.46666666666667,2.77666666666667,3.1305,2.027,1.69066666666667,2.8775,3.09066666666667,2.75566666666667,3.6505,3.774,3.524,3.1865,3.91266666666667,3.75266666666667,3.758
1.83733333333333,2.39466666666667,2.7855,2.42433333333333,2.47733333333333,3.2185,2.54366666666667,2.67,2.8635,2.49633333333333,2.588,2.543,2.21033333333333,2.77633333333333,2.28,2.60966666666667,3.48433333333333,2.947
2.6,3.18433333333333,3.296,1.897,2.177,2.7585,2.44233333333333,2.991,3.478,2.35833333333333,2.38766666666667,3.245,2.42233333333333,3.02833333333333,2.813,1.56966666666667,2.389,2.522
1.94166666666667,2.00866666666667,3.424,2.37833333333333,2.06433333333333,3.69,1.96966666666667,1.67966666666667,3.1265,1.968,1.92366666666667,2.467,2.17633333333333,2.53866666666667,2.999,2.55966666666667,2.017,3.0585
3.09233333333333,2.25833333333333,3.047,2.858,2.71,3.368,3.429,3.62566666666667,3.7715,1.98966666666667,2.64533333333333,2.718,1.953,2.68533333333333,2.7215,1.64966666666667,2.04533333333333,2.9215
2.00466666666667,1.323,2.475,1.928,1.95833333333333,2.082,1.78133333333333,1.81366666666667,1.8125,2.59866666666667,2.68466666666667,2.8535,2.90733333333333,2.976,2.8225,2.875,2.731,3.3135
3.068,2.919,3.1455,2.98066666666667,2.81,3.665,2.25433333333333,2.72933333333333,2.7765,3.53233333333333,3.326,2.8055,3.85733333333333,3.66566666666667,3.4135,3.92166666666667,4.01233333333333,3.6135
2.469,2.95633333333333,2.911,2.24733333333333,2.541,3.2035,2.187,3.51533333333333,2.9965,3.453,3.31766666666667,4.003,3.25166666666667,3.75133333333333,3.388,3.56366666666667,4.116,3.692
2.97466666666667,2.87633333333333,3.0865,2.26033333333333,2.24066666666667,2.819,2.02433333333333,2.087,2.636,2.62933333333333,2.607,3.087,2.60333333333333,3.27266666666667,3.399,2.40866666666667,2.938,2.9895
2.65933333333333,2.95133333333333,3.56,2.152,1.83733333333333,3.165,2.973,3.04533333333333,3.366,2.744,3.07233333333333,3.458,2.691,3.04733333333333,2.7255,1.47533333333333,2.03933333333333,2.456
3.14766666666667,3.52733333333333,3.2645,3.361,3.49133333333333,3.8165,2.965,3.261,3.195,2.45866666666667,2.886,1.601,2.552,2.917,1.813,2.345,2.79066666666667,2.0335
3.05233333333333,3.251,4.264,3.40533333333333,3.131,3.046,3.80333333333333,3.66066666666667,4.094,3.37466666666667,3.577,3.454,2.785,3.44766666666667,2.594,2.427,2.647,1.876
2.547,2.65233333333333,3.031,1.71,2.148,2.4095,2.81666666666667,3.08266666666667,3.5445,2.81966666666667,2.89233333333333,2.906,2.23533333333333,2.038,2.4145,2.07533333333333,2.63033333333333,2.408
2.067,2.53166666666667,2.992,2.02533333333333,2.45433333333333,2.5445,1.983,1.88466666666667,1.876,2.281,2.68033333333333,2.9145,2.59,2.406,2.2635,2.57333333333333,2.73866666666667,3.2995
3.04833333333333,3.00933333333333,3.0545,3.16366666666667,3.42733333333333,3.8765,2.82466666666667,2.98833333333333,3.111,3.33166666666667,2.903,2.745,2.45633333333333,1.90666666666667,2.781,2.882,2.51833333333333,3.236
3.34833333333333,3.44666666666667,2.958,3.086,3.023,3.2515,2.42033333333333,2.825,2.5245,3.411,3.329,3.049,2.657,2.815,2.558,2.52033333333333,2.94666666666667,2.766
2.09666666666667,2.256,2.068,1.38066666666667,2.391,2.18,2.56966666666667,2.21933333333333,3.022,2.38766666666667,2.59966666666667,2.276,2.035,2.248,3.053,2.24333333333333,2.29766666666667,2.774
2.308,2.88666666666667,3.7325,1.95833333333333,2.18933333333333,2.9195,2.447,3.013,3.2005,1.902,2.109,2.0575,1.752,2.60833333333333,2.462,2.89866666666667,3.005,3.0435
2.552,2.548,2.372,2.29833333333333,2.53966666666667,2.2715,2.963,3.10366666666667,3.21,1.25766666666667,2.43233333333333,1.937,1.76566666666667,1.627,2.132,1.53633333333333,1.99266666666667,1.027
2.32566666666667,2.39233333333333,3.808,2.89,2.71266666666667,3.1905,2.09766666666667,2.46466666666667,3.087,3.61366666666667,3.88466666666667,4.3135,3.244,3.21233333333333,3.761,3.80033333333333,3.88666666666667,4.364
3.43133333333333,3.84,3.05,3.58,3.43133333333333,3.905,2.64966666666667,3.07066666666667,3.3885,3.07666666666667,3.369,2.5785,3.07066666666667,3.42566666666667,3.9635,2.54933333333333,2.74066666666667,3.0445
2.106,2.87733333333333,2.86,2.80433333333333,3.46066666666667,2.492,2.99566666666667,2.69266666666667,2.2855,2.35166666666667,2.85,2.6075,3.27333333333333,2.79366666666667,2.7515,2.83966666666667,3.19966666666667,2.401
2.526,2.54333333333333,2.827,2.914,2.31466666666667,2.3375,2.75633333333333,2.703,3.503,3.19633333333333,3.98066666666667,4.7305,3.201,3.594,3.689,3.08766666666667,4.082,3.437
2.44,2.78733333333333,2.631,2.225,2.43966666666667,3.1675,2.81733333333333,2.84466666666667,2.965,2.57733333333333,2.65933333333333,2.3025,3.25333333333333,2.97566666666667,2.781,3.105,3.43633333333333,2.997
2.25566666666667,2.04433333333333,3.188,2.01666666666667,2.17033333333333,1.698,2.174,1.85866666666667,2.1885,1.815,2.70033333333333,2.082,2.77733333333333,3.335,2.229,2.58,2.90166666666667,2.7015
2.98766666666667,3.01766666666667,2.364,3.01866666666667,2.96433333333333,3.749,3.082,3.36266666666667,3.077,3.425,3.38433333333333,2.846,2.71833333333333,2.90733333333333,3.01,2.85733333333333,3,3.0135
1.97766666666667,2.524,2.7795,2.30833333333333,2.56266666666667,3.109,3.38033333333333,3.208,2.944,2.174,2.64166666666667,2.7125,2.76566666666667,2.48133333333333,3.028,2.98933333333333,3.09166666666667,3.2515
1.82233333333333,2.85633333333333,2.0835,1.989,3.13933333333333,2.406,2.48,3.33933333333333,3.1785,2.009,2.85266666666667,2.6485,2.598,2.75933333333333,2.509,2.92566666666667,3.01066666666667,3.2565
1.94033333333333,2.60166666666667,2.509,1.76866666666667,2.771,2.9545,1.96266666666667,3.04566666666667,2.723,2.16733333333333,2.96633333333333,2.646,2.668,2.88966666666667,2.383,2.735,3.18033333333333,3.707
3.07466666666667,3.22666666666667,3.642,2.92266666666667,3.54233333333333,3.738,3.53866666666667,3.87033333333333,4.2355,2.546,3.714,4.0645,2.56066666666667,3.21466666666667,2.905,2.84333333333333,3.54133333333333,3.178
2.074,2.76433333333333,2.6885,2.46233333333333,2.87033333333333,3.081,2.43666666666667,2.38466666666667,2.536,2.54166666666667,3.04466666666667,3.4155,2.995,3.12833333333333,2.7775,2.85733333333333,3.101,3.198
1.964,2.579,3.3005,1.316,2.86466666666667,2.7445,2.22533333333333,2.37166666666667,2.3355,2.319,2.34966666666667,2.676,2.20333333333333,2.59233333333333,2.107,2.788,3.236,2.9365
2.415,2.141,2.595,2.58166666666667,2.41133333333333,1.882,2.682,2.34366666666667,2.437,2.231,2.385,2.96,2.06133333333333,2.34366666666667,2.5325,2.11833333333333,2.72833333333333,3.141
2.45766666666667,3.12933333333333,3.3445,2.602,3.012,3.1115,2.58433333333333,3.645,3.459,2.32166666666667,3.06433333333333,2.7435,2.567,2.82933333333333,2.786,3.05433333333333,3.06633333333333,2.797
2.29233333333333,2.08866666666667,2.779,1.63,2.21966666666667,2.9395,2.29933333333333,2.511,2.948,2.993,2.686,2.989,2.417,1.904,2.549,2.404,3.13766666666667,2.9095
2.06733333333333,2.62266666666667,2.498,2.83533333333333,3.27233333333333,3.5325,2.89633333333333,2.74966666666667,2.805,2.79766666666667,2.77833333333333,2.4355,2.57566666666667,3.036,2.427,3.61966666666667,3.877,3.5045
1.574,2.064,2.2715,1.28,2.02466666666667,2.551,2.09466666666667,2.55633333333333,2.8945,2.57766666666667,2.955,3.099,3.076,3.08266666666667,2.95,3.58,3.15866666666667,3.677
2.604,2.847,2.1435,3.322,3.65566666666667,3.7105,3.90133333333333,3.52933333333333,3.4725,2.525,3.31066666666667,2.7515,3.187,3.94233333333333,3.2755,3.46233333333333,3.66333333333333,3.2845
2.858,3.85566666666667,3.1335,2.751,3.226,3.515,2.26533333333333,3.40733333333333,2.8095,2.13166666666667,3.56266666666667,3.1525,1.62566666666667,2.858,2.6535,1.81833333333333,2.576,2.4105
2.97566666666667,3.13033333333333,4.034,3.123,3.455,3.783,2.64533333333333,3.176,3.9155,3.02866666666667,3.278,3.713,2.67666666666667,3.07733333333333,3.098,2.95833333333333,2.76433333333333,2.0955
2.489,2.35666666666667,2.161,2.60333333333333,2.00333333333333,1.719,2.81466666666667,2.54766666666667,2.411,2.57333333333333,2.96566666666667,3.1655,2.65033333333333,2.60933333333333,3.805,2.439,2.77866666666667,2
2.63233333333333,2.32733333333333,2.89,2.06666666666667,2.98266666666667,2.827,3.154,3.517,2.786,1.782,2.05766666666667,2.62,3.035,2.96666666666667,3.195,2.33933333333333,2.62,2.2395
3.033,2.456,4.1035,2.45566666666667,2.76566666666667,3.8485,1.85333333333333,2.511,2.619,2.629,2.657,2.5695,2.532,2.20933333333333,3.1885,2.70666666666667,3.122,3.87
3.15166666666667,3.328,2.6,2.85933333333333,3.179,3.254,2.571,2.858,3.0315,3.141,3.045,3.564,3.76466666666667,3.544,3.8555,3.384,3.63233333333333,3.714
2.188,2.08233333333333,2.857,2.157,2.72566666666667,2.446,2.83666666666667,2.83733333333333,3.3575,2.32033333333333,2.85,3.4695,2.31733333333333,2.139,3.167,2.40466666666667,2.51,3.841
2.81633333333333,3.403,3.45,3.53533333333333,3.496,4.5645,2.91733333333333,2.95733333333333,3.328,3.05666666666667,2.84066666666667,2.651,2.694,2.81233333333333,2.798,3.14966666666667,2.85966666666667,2.7085
2.10133333333333,2.88633333333333,2.564,2.89166666666667,3.32766666666667,3.2565,2.446,2.843,2.774,3.521,4.08766666666667,3.5675,3.55333333333333,3.541,3.455,3.78666666666667,3.56033333333333,3.7
1.78133333333333,2.53133333333333,3.448,2.92266666666667,3.15433333333333,3.583,2.99733333333333,2.99633333333333,2.5405,3.37966666666667,3.00333333333333,3.7725,3.97166666666667,3.37733333333333,2.9945,3.73666666666667,3.229,2.6695
2.184,3.07066666666667,3.385,1.95833333333333,2.87733333333333,3.067,2.572,2.838,2.849,1.70833333333333,2.466,2.591,2.488,2.92833333333333,2.53,2.88866666666667,3.395,2.916
2.37233333333333,2.804,1.984,2.42933333333333,2.02133333333333,1.6325,2.74433333333333,2.019,2.3405,2.12866666666667,2.394,2.233,1.404,1.37633333333333,2.0545,1.024,1.27533333333333,1.4715
3.242,3.93466666666667,3.5545,3.21133333333333,3.329,3.79,3.586,3.611,3.483,1.956,2.587,3.186,2.845,3.11633333333333,3.3255,2.27566666666667,2.41366666666667,2.0605
2.71666666666667,1.96433333333333,2.233,2.21333333333333,1.52566666666667,2.072,2.49933333333333,2.11366666666667,2.8915,2.70133333333333,2.73833333333333,2.722,3.10666666666667,3.26666666666667,3.1115,2.553,3.555,3.119
2.31266666666667,2.44566666666667,3.5855,3.04366666666667,3.04333333333333,2.9935,2.21366666666667,2.89733333333333,2.718,2.68166666666667,2.97366666666667,2.9035,3.11033333333333,2.79466666666667,2.9025,2.872,3.474,2.975
2.50233333333333,3.02933333333333,2.8995,3.161,2.97766666666667,3.5205,2.60433333333333,3.37833333333333,2.881,2.63433333333333,2.949,3.1345,2.94266666666667,2.64633333333333,3.2385,2.209,1.85433333333333,2.558
2.62166666666667,2.887,2.6825,2.62766666666667,2.75666666666667,2.8705,2.65066666666667,2.495,2.5785,3.24933333333333,3.77366666666667,3.836,3.37566666666667,3.21,3.8985,3.03333333333333,2.67733333333333,3.5345
2.319,2.86166666666667,3.448,3.02533333333333,3.064,2.6675,2.53766666666667,2.39,3.0505,2.49533333333333,2.83933333333333,3.141,2.728,3.37766666666667,3.558,2.64166666666667,2.743,2.6355
2.74966666666667,2.78766666666667,3.555,2.18533333333333,2.78533333333333,3.1245,2.03233333333333,2.327,2.897,2.67066666666667,3.235,2.4705,2.92833333333333,2.71966666666667,2.783,3.09933333333333,3.28633333333333,3.2035
2.26,3.17566666666667,3.105,2.432,2.67033333333333,2.6995,2.726,3.01066666666667,2.7455,2.54666666666667,2.54666666666667,2.928,3.08033333333333,3.35733333333333,3.562,3.315,3.78766666666667,3.512
3.17033333333333,3.70833333333333,3.69,4.33633333333333,3.95233333333333,3.662,2.732,3.188,3.0365,3.19033333333333,4.307,4.6415,3.136,3.55833333333333,3.6205,2.91166666666667,3.90566666666667,3.4375
2.12366666666667,2.61866666666667,3.1225,2.54033333333333,2.754,3.819,2.00133333333333,2.34266666666667,3.226,2.93533333333333,2.822,3.0495,2.214,2.361,2.653,2.939,2.53366666666667,3.9625
2.176,1.86366666666667,1.6885,1.96,2.089,1.798,2.759,3.06666666666667,2.36,1.828,2.48166666666667,1.9165,1.986,2.58333333333333,2.4305,1.36,1.74166666666667,1.722
2.42966666666667,2.291,2.8635,3.04766666666667,2.83433333333333,3.308,2.978,2.58866666666667,2.8815,2.59733333333333,2.427,2.376,1.70833333333333,2.047,2.158,1.86533333333333,1.44866666666667,2.1955
2.562,2.66133333333333,3.5235,2.65333333333333,2.889,2.877,2.49033333333333,2.78366666666667,2.901,2.58766666666667,3.257,3.2985,2.946,3.30266666666667,2.7995,2.55666666666667,3.075,2.259
2.923,2.998,3.3745,2.35,2.96966666666667,3.2535,2.76833333333333,3.63833333333333,3.532,3.171,3.83666666666667,3.793,3.59133333333333,3.58066666666667,3.4935,3.42166666666667,3.59733333333333,3.712
3.29166666666667,3.52133333333333,2.7635,3.21133333333333,3.528,3.0705,2.95366666666667,3.43966666666667,3.2655,2.738,2.54566666666667,2.8255,3.02033333333333,3.551,3.661,2.52066666666667,2.43466666666667,2.6835
2.11266666666667,2.82466666666667,2.6235,2.34933333333333,3.111,2.8215,3.196,3.434,2.673,3.567,3.95266666666667,3.5535,3.556,3.26533333333333,3.6295,3.986,3.84566666666667,3.425
2.64233333333333,2.85233333333333,3.0775,2.517,2.14466666666667,2.171,1.96733333333333,2.23433333333333,2.6785,2.72666666666667,2.906,3.2435,2.05433333333333,1.825,2.1875,2.144,3.048,2.5555
2.77633333333333,3.154,3.185,3.031,3.531,2.757,3.22833333333333,3.38666666666667,3.4805,3.153,3.048,3.5185,3.35666666666667,3.828,3.4905,3.115,3.21433333333333,3.057
2.945,3.033,3.504,3.47233333333333,3.42966666666667,3.97,2.92566666666667,2.72833333333333,3.519,4.22333333333333,3.537,3.906,4.38733333333333,4.15233333333333,4.4275,5.00433333333333,5.02566666666667,4.546
3.03866666666667,2.80766666666667,3.313,2.853,2.30766666666667,3.261,2.54633333333333,2.79566666666667,3.7355,1.72866666666667,1.575,1.58,1.92033333333333,2.03,2.534,2.57166666666667,2.70433333333333,1.9845
2.30533333333333,2.28566666666667,2.855,2.15733333333333,1.79333333333333,2.149,2.58066666666667,2.01066666666667,2.184,2.57433333333333,3.36166666666667,2.284,2.07433333333333,3.28033333333333,2.771,2.52466666666667,3.36433333333333,3.3685
1.88566666666667,3.033,3.3195,2.008,3.328,2.6335,2.92,3.27233333333333,2.8665,2.27833333333333,2.91766666666667,2.64,2.33066666666667,2.86433333333333,2.582,2.68233333333333,3.142,2.7135
2.80333333333333,2.87266666666667,2.7035,2.32533333333333,2.65966666666667,2.7625,2.09933333333333,2.93866666666667,3.3845,3.672,3.252,3.3075,3.319,3.85066666666667,4.183,3.82733333333333,3.2,3.892
3.082,2.70533333333333,2.344,3.013,3.18766666666667,3.111,3.15366666666667,3.25633333333333,3.0775,3.17533333333333,3.502,3.6375,3.33433333333333,3.45233333333333,3.2885,3.14333333333333,3.39333333333333,2.9725
2.70566666666667,2.869,2.4555,3.168,3.59866666666667,2.979,3.115,3.39,3.436,3.84933333333333,3.839,4.0715,4.26633333333333,3.971,3.9805,3.75066666666667,3.95133333333333,3.8465
1.14533333333333,1.607,1.8995,2.03866666666667,2.717,2.3145,1.60266666666667,2.02466666666667,2.069,2.946,2.82233333333333,3.2105,3.66166666666667,3.18866666666667,3.744,2.915,2.546,2.949
2.62533333333333,3.69866666666667,3.923,3.37033333333333,3.92866666666667,4.145,2.643,2.601,3.1255,2.22733333333333,2.98766666666667,2.6995,3.01933333333333,2.851,2.3425,3.598,3.53133333333333,3.307
3.13166666666667,2.54066666666667,3.3005,3.73533333333333,3.223,3.8825,2.98333333333333,3.193,3.654,3.66633333333333,3.81966666666667,3.592,2.83633333333333,3.037,3.0525,2.59133333333333,3.24266666666667,2.749
2.50566666666667,2.53533333333333,3.22,2.242,2.53733333333333,2.2885,3.04166666666667,3.03766666666667,3.047,2.24266666666667,2.38966666666667,2.745,1.878,2.16333333333333,2.4975,1.611,2.03766666666667,1.942
2.60533333333333,2.583,2.987,2.71,2.791,3.407,2.40466666666667,2.53366666666667,3.4085,4.03233333333333,3.46733333333333,4.1625,3.666,3.56366666666667,3.6,3.018,3.33166666666667,3.4735
2.35333333333333,2.67133333333333,3.2135,2.441,2.99333333333333,3.146,2.50233333333333,3.039,2.98,3.833,3.509,3.8755,3.23333333333333,3.07466666666667,3.0325,3.374,3.77666666666667,2.6035
1.64,2.802,2.9245,2.13066666666667,2.37066666666667,2.937,2.19266666666667,2.501,3.153,2.83566666666667,2.61233333333333,2.5955,2.42666666666667,2.56266666666667,2.2975,2.328,2.88633333333333,3.201
1.761,1.868,2.3365,1.767,2.545,2.3285,2.043,2.34333333333333,2.712,2.97666666666667,3.13933333333333,2.8655,2.30766666666667,2.50133333333333,3.7115,2.701,3.14766666666667,4.0035
2.569,2.17533333333333,2.757,2.22866666666667,2.224,2.708,2.21766666666667,2.82866666666667,2.7335,2.065,2.18133333333333,1.407,2.55966666666667,2.874,2.9165,2.64866666666667,2.11866666666667,2.8585
2.10666666666667,2.58566666666667,3.099,2.26833333333333,2.84666666666667,3.0885,2.58333333333333,2.90766666666667,2.551,3.42033333333333,3.047,3.4055,4.04166666666667,3.60733333333333,3.275,3.50466666666667,3.76733333333333,3.0765
2.43733333333333,2.81533333333333,2.3415,1.80866666666667,1.93333333333333,2.0465,3.37133333333333,3.123,3.126,1.82966666666667,2.8,2.6765,2.59066666666667,3.21466666666667,2.296,1.59633333333333,1.775,1.687
2.62966666666667,3.35233333333333,3.481,3.63966666666667,4.214,3.7495,3.81066666666667,3.74533333333333,4.159,2.83733333333333,3.32866666666667,4.2685,3.28333333333333,3.06433333333333,2.893,3.10833333333333,3.75,3.5895
2.17,2.93366666666667,2.575,2.73066666666667,2.93966666666667,2.385,2.488,2.16533333333333,2.2575,3.25766666666667,3.345,3.7435,3.36766666666667,3.40233333333333,3.64,2.33566666666667,2.267,2.004
2.35433333333333,2.70866666666667,2.945,2.29966666666667,2.28166666666667,3.1815,2.09466666666667,2.41366666666667,2.817,2.54566666666667,2.699,3.127,3.049,3.11633333333333,3.699,2.82666666666667,2.30633333333333,2.121
1.93066666666667,2.328,3.44,1.99033333333333,3.11066666666667,2.6645,2.14833333333333,2.697,3.199,3.16133333333333,3.31333333333333,3.7055,2.33666666666667,2.588,2.913,2.708,2.79966666666667,2.9265
3.19866666666667,2.97933333333333,4.419,3.36466666666667,4,3.56,2.52266666666667,2.643,2.762,3.49066666666667,3.289,4.297,3.08,2.69533333333333,3.2425,3.767,4.092,3.8295
1.79166666666667,2.04933333333333,2.3305,1.86266666666667,2.37366666666667,2.6455,2.54933333333333,2.34566666666667,3.176,1.61333333333333,2.46266666666667,2.326,2.223,2.82,3.0155,3.036,2.469,2.225
2.00366666666667,2.922,2.9735,2.493,2.967,2.7685,3.13066666666667,3.29,3.1435,2.03533333333333,2.461,2.994,2.51133333333333,3.061,2.2375,1.759,1.99466666666667,1.5695
2.22,2.563,3.186,2.70933333333333,2.915,3.001,2.67666666666667,2.256,3.0025,2.516,2.31533333333333,3.6935,2.65333333333333,2.34166666666667,2.984,1.56633333333333,1.83566666666667,2.8815
2.39633333333333,2.778,2.6085,3.19366666666667,3.27833333333333,2.674,2.56333333333333,3.39233333333333,3.4015,2.54533333333333,3.226,3.474,2.58966666666667,3.17933333333333,3.6115,2.51733333333333,2.841,2.7085
2.47533333333333,2.74533333333333,2.2085,2.57166666666667,3.16766666666667,2.5885,2.69733333333333,3.43,2.673,3.26466666666667,3.43433333333333,2.8325,3.22366666666667,2.86833333333333,2.814,2.882,3.054,2.54
2.21133333333333,2.532,2.893,2.94966666666667,2.699,2.666,2.52933333333333,2.608,2.895,3.09266666666667,2.988,3.7925,2.81466666666667,3.31433333333333,4.2515,2.781,3.12433333333333,3.6825
2.96333333333333,3.02766666666667,3.2285,3.14933333333333,3.23466666666667,3.7895,2.834,3.11233333333333,3.5445,3.49333333333333,3.013,3.6845,4.46833333333333,3.909,4.1025,4.14333333333333,3.46633333333333,4.0535
2.31233333333333,2.11433333333333,2.854,2.50466666666667,2.269,2.708,2.83266666666667,2.43033333333333,3.0035,2.82933333333333,2.76866666666667,2.5905,2.55066666666667,3.01233333333333,2.8005,2.26266666666667,2.53233333333333,2.1285
